,content,score,at
3395,ya cukup baik,4,2024-10-26 03:11:53
4555,baik,4,2024-10-26 03:16:26
5112,keren,5,2024-10-26 03:18:05
5380,jos tenan,5,2024-10-26 03:25:24
5338,sangat bagus,5,2024-10-26 04:06:45
4952,top,5,2024-10-26 04:35:47
4918,good,5,2024-10-26 05:04:05
1976,Cukup Mudah & Membantu Banyak Aktivitas Dengan Memanfaatkan Tekonologi Aplikasi Berbasis AI.,4,2024-10-26 05:11:38
2176,sangat membantu,5,2024-10-26 05:14:24
1061,pengen suaranya suara asisten google,4,2024-10-26 05:41:00
4550,mantap(素晴らしい),5,2024-10-26 06:44:56
4554,work in anything possible!,5,2024-10-26 06:47:51
561,"mantap! ,bisa buka aplikasi lain",5,2024-10-26 07:03:36
1582,terlalu pintar,5,2024-10-26 07:20:54
134,Setelah mencoba. Ternyata masih banyak kekurangan di kontek hasil. Jadi hasil masih berupa mentah,1,2024-10-26 07:44:54
4526,little bit overwhelming and couldn't provide sensitive contents,4,2024-10-26 08:18:43
2198,sangat membantu,5,2024-10-26 08:54:49
164,"Mana yang namanya ""Gemini Live"" ? Saya buka kok ga ada? Tulis keterangan dengan benar! Dimana saya bisa mencoba fitur baru ini. Sebelumnya Copilot (Microsoft) juga begini, katanya bisa ngobrol dengan Copilot tapi nyatanya ga bisa.",1,2024-10-26 08:57:31
5365,the job power,5,2024-10-26 10:00:21
136,"bagus, fiturnya memuaskan namun aku belum tau jawaban benarnya jadi kukasuh bintang 4 dulu sementara",4,2024-10-26 10:08:35
2639,mantap untuk buang kegabutan,5,2024-10-26 10:14:44
2924,Bagus sih ngebantu banget tapi sayang nya masih ngelag,5,2024-10-26 10:15:14
122,Masih perlu belajar lagi ai nya dengan bahasa-bahasa casual ketika di tanya Agar orang yang menggunakan merasa lebih personal,4,2024-10-26 10:58:37
2098,sangat bermanfaat,5,2024-10-26 11:01:13
992,apa hubungan mendapatkan hadiah dengan aplikasi ini ya kak,5,2024-10-26 11:40:04
4712,mantul 👍👍,5,2024-10-26 12:04:16
4942,mantap,5,2024-10-26 12:12:55
558,"sangat membantu,mudah penggunaannya",4,2024-10-26 12:20:47
5220,bagus,5,2024-10-26 12:22:13
2225,sangat membantu,5,2024-10-26 12:35:24
4746,mantap,5,2024-10-26 12:51:09
2749,masih mempelajari,3,2024-10-26 13:07:58
1033,Aplikasi ini berguna lebih dari kata cukup,5,2024-10-26 13:22:26
1567,terlalu cepat,3,2024-10-26 13:37:49
4748,mantap,5,2024-10-26 13:58:51
1570,keren luar biasa,5,2024-10-26 15:02:36
8620,Hah,5,2024-10-26 15:36:12
1552,Aplikasinya sangat membantu saya,5,2024-10-26 16:26:58
4739,good,5,2024-10-26 17:06:32
5095,fleksibel,5,2024-10-26 17:58:15
5392,punya sumber,5,2024-10-26 18:21:15
5061,ok,5,2024-10-26 20:27:26
5093,amazing,5,2024-10-26 21:42:14
499,aplikasinya sangat baik dan sangat membantu.,5,2024-10-26 21:43:32
2922,"hebat nih aplikasi, mudah untuk cari2 impormasih",5,2024-10-26 22:39:54
939,Bagus banget bisa diajak kerja sama,5,2024-10-26 22:46:46
4902,yaa,5,2024-10-26 22:48:29
5209,goodjob,5,2024-10-26 23:07:41
5172,cool,5,2024-10-26 23:32:48
4833,good,5,2024-10-27 00:16:19
1515,Membantu pencarian info,5,2024-10-27 00:29:09
1480,jawabnya singkat padat jelas,5,2024-10-27 00:34:41
2081,Sangat Membantu,5,2024-10-27 02:09:21
4665,Pasti baguslah.no coment,5,2024-10-27 02:49:18
4307,membantu sekali,5,2024-10-27 03:29:44
8621,Ok,5,2024-10-27 03:34:32
5165,bagus,5,2024-10-27 03:38:13
1522,keren sekali aplikasi ini..,5,2024-10-27 03:48:17
955,keren bisa diajak ngobrol + cari pengetahuan,5,2024-10-27 04:02:27
4763,mantap,5,2024-10-27 04:36:37
5150,hebat,5,2024-10-27 04:50:21
4826,ok,5,2024-10-27 05:29:02
1530,membantu saya dalam menyelesaikan masalah,5,2024-10-27 05:29:38
3368,Kenapa hp saya ini tidak diperbolehkan download aplikasinya gemini?,1,2024-10-27 06:44:26
5285,good👍,5,2024-10-27 06:49:25
168,luar biasa saya termotivasi oleh aplikasi ini dan sangat membantu dalam menyusun materi ajar saya,5,2024-10-27 07:11:25
4681,menarik dan good apk,5,2024-10-27 07:21:52
1512,seru tapi agak bosan,3,2024-10-27 07:25:15
341,"aplikasi norak tidak bermutu,ga ada pendidikannya",1,2024-10-27 07:27:06
2339,Aplikasi nya bagus kenapa masuk perlu di update padahal udah versi terbaru,5,2024-10-27 07:32:49
2445,Tidak Ada Tandingan,5,2024-10-27 07:55:45
2583,sangat membantu,5,2024-10-27 08:05:44
5003,mantap,5,2024-10-27 08:18:04
1389,"Trimakasih, aplikasi ini sangat membantu saya",5,2024-10-27 09:07:01
1118,"Berguna sekali, tapi butuh wifi",4,2024-10-27 09:36:23
5024,oke,5,2024-10-27 09:43:03
4701,Monoton,1,2024-10-27 09:48:26
4610,Baru coba,3,2024-10-27 09:54:41
5477,ok top,5,2024-10-27 10:11:51
5253,baik,5,2024-10-27 10:19:29
1428,sangat baik dan bermanfaat untuk saya,5,2024-10-27 10:21:13
3399,bagus banget ya Allah,5,2024-10-27 10:27:15
2484,sangat membantu,5,2024-10-27 10:29:40
2282,"INI SANGAT KEREN APA APA AKU NYARI NYA DIGEMINI,POKOKNYA PALE SEKARANG APLIKASI GEMINI SEKARANG GUYSSS🤫🧏",5,2024-10-27 11:04:19
2268,sangat membantu,5,2024-10-27 11:06:08
5263,bagusss,5,2024-10-27 11:28:31
4861,good,5,2024-10-27 11:31:20
8601,Ok,5,2024-10-27 11:36:35
4811,goooodddd,5,2024-10-27 11:59:36
1538,luar biasa membantu,5,2024-10-27 12:06:39
5228,Terbaik,5,2024-10-27 12:11:20
1540,aplikasi ini sangat membantu,5,2024-10-27 12:13:13
2865,ingin menampik kan fhoto yang hilanng,1,2024-10-27 12:17:18
5097,membantu,5,2024-10-27 12:17:23
5232,good,5,2024-10-27 12:22:33
4754,good,5,2024-10-27 12:22:37
1492,aplikasi ini lumayan enak,5,2024-10-27 12:43:38
5147,ok,5,2024-10-27 12:49:37
8637,mantap,5,2024-10-27 13:01:54
4745,bagus,5,2024-10-27 13:05:21
4990,oke,5,2024-10-27 13:08:44
533,bahasanya gak ada bahasa indonesia,2,2024-10-27 13:31:27
1520,minn tambahin fitur peng hd foto,5,2024-10-27 13:39:34
942,memudahkan saya mendapat jawaban di setiap soal,5,2024-10-27 13:47:16
500,Gemini live untuk bahasa utamanya pakai bahasa Indonesia belum bisa digunakan. Kenapa ya?,4,2024-10-27 13:47:45
1595,saya puas dan mudah di pahami,5,2024-10-27 14:10:09
4645,baik,3,2024-10-27 14:20:25
532,sangat amat membantu dalam pembelajaran,5,2024-10-27 14:28:58
167,"sangat membantu, saya sedang mengerjakan tugas tts dari sekolah juga bisa menjawab nya "" google gemini"" ini bagus deh pokok nya membantu bgt",5,2024-10-27 14:37:23
2831,sangat berguna,5,2024-10-27 14:40:55
2975,bagus sekali,5,2024-10-27 15:13:57
5287,krenn 😍,5,2024-10-27 15:28:14
4819,baik,5,2024-10-27 15:34:10
3348,menjadi teman ngobrol,5,2024-10-27 15:37:44
4585,bagus,4,2024-10-27 15:48:45
2582,sangat membantu,5,2024-10-27 16:04:02
5233,mantap,5,2024-10-27 16:29:09
5105,keren,5,2024-10-27 17:05:09
4846,Genius,5,2024-10-27 18:10:03
5484,Mantapp.....👍👍👍,5,2024-10-27 18:19:02
31,"Kenapa akun Email Google utama saya yg udah terdaftar di aplikasi Gemini, tidak bisa membuka fitur Gemini seperti biasanya, saya tidak bisa membuat Chat, fitur chat tidak terbuka. tolong dibantu secepatnya. Terimakasih.",3,2024-10-27 19:03:53
1504,"bagus sekali,,, saya sangat suka",5,2024-10-27 21:12:32
4921,good,5,2024-10-27 22:18:33
4960,tidak pelit,5,2024-10-27 22:51:02
3425,"Anjay, membantu baget nih Gemini",5,2024-10-27 23:41:35
5328,aplikasi top,5,2024-10-27 23:45:40
988,"mantap,tinggal perintah seperti apa yang kita input.",5,2024-10-27 23:59:44
448,bagus walau Kadang sedikit keliru juga tapi worth it:),4,2024-10-28 00:26:21
2163,cukup membantu,4,2024-10-28 01:13:11
5126,nice,5,2024-10-28 01:56:46
5330,sangat baik,5,2024-10-28 02:52:48
3584,sangat menolong,4,2024-10-28 02:55:00
1510,senang sangat terbantu,5,2024-10-28 03:20:44
4957,amazing,5,2024-10-28 03:28:17
4884,hebat,5,2024-10-28 03:57:16
3061,terus kembangkan,4,2024-10-28 04:01:51
1125,"mantaf sekali, sangat membantu",5,2024-10-28 04:16:45
2830,bisa Coreksi jawaban,5,2024-10-28 04:20:09
998,semoga bs menambah wawasan tentang segala hal,5,2024-10-28 05:38:23
4741,oke,5,2024-10-28 05:39:55
4852,ok,5,2024-10-28 06:21:08
4628,sangat unik,4,2024-10-28 06:31:20
5427,sangat bagus,5,2024-10-28 07:10:54
1464,sangat bagus dan bermanfaat,5,2024-10-28 07:28:16
4910,Mantapolllll,5,2024-10-28 07:28:25
3423,semua keinginan saya,5,2024-10-28 07:28:27
961,baik sekali dan membantu aplikasi nya,5,2024-10-28 08:18:47
4932,mantap,5,2024-10-28 08:24:50
5375,gg bang,5,2024-10-28 08:56:51
4581,good,4,2024-10-28 09:12:31
2448,Semua Pernyataan Ada!,5,2024-10-28 09:13:36
24,"sangat membantu dalam menyelesaikan soal-soal atau pertanyaan yang sangat sulit untuk di pahami dan dimengerti, dan dengan aplikasi ini juga dapat memberi contoh-contoh dan penuh dengan kosakata-kosakata yang membentuk suatu kalimat yang sangat detail dan terperinci.",5,2024-10-28 09:14:46
5212,good,5,2024-10-28 09:26:11
5151,mantap,5,2024-10-28 09:57:25
4718,amazing,5,2024-10-28 10:08:15
2336,Cara aktifkan gemini live gimana,5,2024-10-28 10:13:38
4847,jos,5,2024-10-28 10:17:25
518,belum bisa ditemukan dan dilihat kembali foto yang saya simpan di google foto lamanya,1,2024-10-28 10:24:24
4799,makasih,5,2024-10-28 10:33:45
370,Tolong tambahkan fitur search untuk mencari riwayat percakapan sebelumnya (riwayat chat),4,2024-10-28 10:43:40
2450,aku suka sangat membantu,5,2024-10-28 11:08:28
1563,sangat membantu sekali,5,2024-10-28 11:08:41
1373,aplikasi yang sangat bagus,5,2024-10-28 11:11:25
4516,"mantap sekali, gemini ai",4,2024-10-28 11:41:04
4981,nice,5,2024-10-28 11:46:06
551,bagus banget lain kali tolong dipertingkatkan ya,5,2024-10-28 11:46:36
4781,bagus,5,2024-10-28 11:46:58
5055,wow,5,2024-10-28 12:09:18
5286,mantap👍,5,2024-10-28 12:24:15
4569,bagus,4,2024-10-28 12:28:01
4756,Bagus,5,2024-10-28 12:40:03
8701,good,5,2024-10-28 12:45:09
517,pencarian bantu keadaan dalam lainnya sangat bagus,5,2024-10-28 12:47:19
12,"Bagus banget pokoknya😵‍💫🫶 tapi... Yang bikin aku ga suka tuh belom ada pemindai wajah seseorang untuk di cari, ya maksudnya tuh gini, kan aku cari tuh nama tokoh pahlawan pake foto tapi malah ngga bisaa╥﹏╥ tapi semoga kalo update lagi dikembangkan lebih baik yaa💪('ω'💪) karna aplikasi nya ngebantu banget buat pr, Nahh ini yang paling aku suka dari google gemini: *scan soal matematika langsung di respon dengan cepat plus langsung ada jawaban dengan caranya langsung* ituu yang aku sukaa🫶🫶",4,2024-10-28 13:01:04
1454,bagus banget luar biasa,5,2024-10-28 13:08:53
5119,baik,5,2024-10-28 13:10:02
286,udah mantep sih ainya juga udah bagus kalau memberikan jawaban mudah dipahami,5,2024-10-28 13:18:46
325,"sangat membantu sekali, 1 detik saja sudah keluar jawabannya",4,2024-10-28 13:29:52
5004,bagus,5,2024-10-28 13:33:21
1131,"thank you buat aplikasi nya, sangat membantu 🙏🏼❤🔥",5,2024-10-28 13:44:44
8740,luar biasa,5,2024-10-28 13:58:57
2966,saya seneng di Gemini,5,2024-10-28 13:59:30
38,"Benar-benar membantu sekali! AI Gemini nya juga baik dan tahu batasa. Salut sama yang bikin!! Suara AI Gemini nya juga nyaman didengar, ga kayak yang dulu!! Pokoknya THE BEST!!",5,2024-10-28 14:04:01
1396,sangat luar biasanya,5,2024-10-28 14:04:29
5211,Spekol,5,2024-10-28 14:08:38
5188,bagus,5,2024-10-28 14:28:20
5082,ok,5,2024-10-28 14:32:42
1437,"sejauh ini relevan dg apa yg diminta, to the point",5,2024-10-28 14:37:42
8505,bagus bngt,3,2024-10-28 14:38:17
5168,nice,5,2024-10-28 14:53:41
169,"mantap, melebihi expetasi saya.harus nya bisa meredam aplikasi sebelah yang telah berjalan duluan...",5,2024-10-28 15:28:46
5452,muy bueno,5,2024-10-28 15:35:59
5448,bagus banget,5,2024-10-28 15:53:00
5391,sangat bagus,5,2024-10-28 16:52:48
5001,Ok,5,2024-10-28 17:32:55
4762,bagus,5,2024-10-28 18:03:28
81,Gemini tidak menjawab pertanyaan dengan alasan tidak bisa berdiskusi soal politik padahal pertanyaan saya tidak ada hubungannya dengan politik sama sekali. Hanya menanyakan perkembangan teknologi di era presiden megawati. Cukup tidak logis,3,2024-10-28 18:23:13
8595,Nice,5,2024-10-28 20:01:45
5197,mantap,5,2024-10-28 20:05:07
1547,"Sangat membantu, Terima kasih",5,2024-10-28 21:02:16
4803,mantap,5,2024-10-28 22:18:24
2649,"Aplikasi tidak berdiri sendiri, harus menggunakan browser",3,2024-10-28 22:27:14
5193,hebat,5,2024-10-28 22:48:51
5234,baik,5,2024-10-28 23:23:33
513,cepat dan sesuai kebutuhan,5,2024-10-28 23:35:13
2579,sangat membantu,5,2024-10-28 23:50:07
5009,good,5,2024-10-28 23:51:02
5248,bagus,5,2024-10-29 00:22:41
5071,bagus,5,2024-10-29 01:07:55
4578,bagus,4,2024-10-29 01:14:18
4987,makasih,5,2024-10-29 01:44:28
3441,Fitur lens jauhhhh lebih bagus,1,2024-10-29 01:46:26
2321,sangat membantu,5,2024-10-29 02:25:51
2408,sangat berguna,5,2024-10-29 02:47:06
1380,"baru tahu apk ini gess, mantap lah",5,2024-10-29 02:57:04
1197,enak sekali sama google yang versi ini😁,5,2024-10-29 03:02:46
4916,bagussss,5,2024-10-29 03:10:15
1409,semoga kedepannya ai menjadi lebih baik,5,2024-10-29 03:16:55
4970,Lumayan,5,2024-10-29 03:42:33
553,bagus asalkan gratis terus,5,2024-10-29 03:49:25
1561,jawabannya lengkap,5,2024-10-29 03:50:02
1188,Bagus banget buat yang belum pernah cobain Gemini,5,2024-10-29 04:35:50
4135,masih mencoba semoga greatest,5,2024-10-29 04:42:30
4872,iya,5,2024-10-29 05:14:03
2577,sangat membantu,5,2024-10-29 05:20:44
4986,mantap,5,2024-10-29 05:30:28
1612,bisa membantu aktivitas,5,2024-10-29 05:32:30
4845,mantap,5,2024-10-29 05:56:46
4571,best,4,2024-10-29 05:58:22
5141,bagus,5,2024-10-29 06:09:23
1384,"sangat baik, dan sangat membantu",5,2024-10-29 06:27:25
5312,Sangat bagus,5,2024-10-29 06:34:37
4953,good,5,2024-10-29 06:54:55
4548,its good n nice assistence,5,2024-10-29 06:59:35
927,tidak jelas sangat tidak membantu,1,2024-10-29 07:12:02
5485,kerja bagus👍👍👍👍👍👍,5,2024-10-29 07:47:08
4782,bagus,5,2024-10-29 07:56:48
6,"Ai bodoh ini saya menanyakan pertanyaan seperti cerita,hal²,dll. Tapi dia gampang lupa ingatan dan juga konteksnya ke mana².jadi harus memberi pertanyaannya yang super detail karena AI ini gampang lupa ingatan dan konteksnya ke mana²",1,2024-10-29 08:25:25
2517,Bagus Terima Kasih Google 😀,5,2024-10-29 08:25:35
494,"Tiap buka aplikasi harus di apdèt ulang, maknya saya kasih 3",3,2024-10-29 08:33:27
5451,best bgt,5,2024-10-29 08:40:56
5466,very good,5,2024-10-29 08:44:02
4465,Santi Gurning okay,1,2024-10-29 09:13:27
4664,Mantap banget!!!!,5,2024-10-29 09:22:50
8570,mantap,5,2024-10-29 09:30:57
1616,mantap aku betah nyari info bareng,5,2024-10-29 10:09:31
3461,membantu sekali,5,2024-10-29 10:14:54
2378,mempercepat aplikasi ku,5,2024-10-29 10:47:00
2202,kok ga tau tentang ada yg trjadi,3,2024-10-29 10:48:48
1543,Fitur percakapan live nya canggih udah kayak chatgpt,5,2024-10-29 11:01:53
5307,sangat bagus,5,2024-10-29 11:16:25
4540,kadang masih ngeleg,4,2024-10-29 11:25:15
1441,aplikasi terbaik tentunya,5,2024-10-29 11:35:55
1531,"Coba dulu, nanti kalau bagus bintangnya saya tambah",3,2024-10-29 11:43:41
3594,Bagus Mbatu,5,2024-10-29 11:44:08
1978,Baguss kok gaiss buat kalian yang biasanya cari di google trs dapet yang kek bentuk web disini enggaa malah bisa lebih detaill pokonya baguss,5,2024-10-29 11:56:47
1127,lebih bagus dari pada chat GPT,5,2024-10-29 11:58:47
5152,waw,5,2024-10-29 12:12:33
4667,jelek bangettttt,1,2024-10-29 12:22:49
33,"Aplikasi harian paling penting si, kadang kan kita nyari informasi di google atau yutub ga ada karena masalahnya sangat spesifik tapi kalo nanya disini pasti ada jawabannya, the best pokoknya wajib download sih",5,2024-10-29 12:30:27
1571,bisa membantu siapa saja,5,2024-10-29 12:32:49
4959,Gacorr,5,2024-10-29 12:43:14
2092,lagu tembang kenangan,5,2024-10-29 12:47:53
1583,jawaban nya benar,5,2024-10-29 12:49:59
1498,sangat sangat sangat bagus,5,2024-10-29 12:50:27
1218,terimakasih sudah membantu memecahkan persoalan pekerjaan saya...,5,2024-10-29 12:51:59
8713,bagus 🧕,5,2024-10-29 12:57:26
835,"aplikasi ai pertama yang aku pakai dan aku suka❤️ semua bisa di lakuin sama ai ini, mulai dari merubah tulisan menjadi teks, merangkum video YouTube, pokonya banyak deh, hemat memori juga, simple, dan yang pasti free",5,2024-10-29 13:03:46
5159,jos,5,2024-10-29 13:19:10
1416,kurang akurat. kurang cerdas,1,2024-10-29 13:27:45
8566,perfect,5,2024-10-29 13:32:48
6389,Best Ai,5,2024-10-29 13:44:07
82,"aplikasi ini sangat membantu saya untuk mencari informasi, dengan waktu saya yg begitu singkat dalam sehari-hari yg selalu di habiskan dengan kesibukan sehari-hari",4,2024-10-29 13:45:39
1039,"sangat puas, recommended buangat",5,2024-10-29 13:46:03
1139,aplikasi yang sangat luar biasa,5,2024-10-29 13:47:08
2097,sangat membantu,5,2024-10-29 14:10:08
2407,sangat membantu,5,2024-10-29 14:17:41
1362,asiten yang sangat membantu sekali,5,2024-10-29 14:18:40
2974,bagus sekali,4,2024-10-29 14:34:03
2890,Kmi sangat penting tapi kalau jaringan selalu putus putus jadi nya nggak nyaman,4,2024-10-29 14:38:10
5409,sangat baik,5,2024-10-29 14:40:29
4345,masih kalah dgn yg sebelah,3,2024-10-29 15:19:40
3088,Keren Dan Memuaskan,5,2024-10-29 15:40:01
4904,mantap,5,2024-10-29 16:05:41
5346,sangat keren,5,2024-10-29 16:14:28
8466,Assalamu'alaikum warahmatullahi wabarakatuh 🗿⛲🗻.,4,2024-10-29 16:46:28
1105,"sangat membantu, ainya lumanya cerdas",5,2024-10-29 17:06:36
5364,nice one,5,2024-10-29 17:40:04
3435,mantaps sekali gaes,5,2024-10-29 18:11:47
4089,sangat membantu,5,2024-10-29 18:36:29
2471,sangat bermanfaat👍,1,2024-10-29 18:42:38
5387,luar biasa,5,2024-10-29 19:42:31
8585,Ok,5,2024-10-29 20:01:22
5013,booollllllleeeehhhhh,5,2024-10-29 20:04:12
1476,tidak cocok untuk xiome redmi 10,1,2024-10-29 21:10:37
5210,seru,5,2024-10-29 22:02:22
486,"Bagus, multifungsi, keren, dan canggih!",5,2024-10-29 22:32:52
5084,ya bagus,5,2024-10-29 22:44:48
5127,mantap,5,2024-10-29 23:03:31
1242,Lisesse software merusak sistem android saya oppo A17,5,2024-10-29 23:19:33
1548,masih diluar ekspektasi,3,2024-10-29 23:38:38
5177,gacor,5,2024-10-29 23:40:54
5503,mantap....,5,2024-10-29 23:54:44
5110,memuaskan,5,2024-10-29 23:57:10
2882,bermafaat bangeet,5,2024-10-30 00:06:03
1,"Cukup membantu. AI bisa dibilang cukup pintar, tetapi masih kalah dibandingkan dengan pesaingnya. Reasoning terkadang masih kurang, masih sering halu, belum bisa dibuat asisten untuk melakukan penelitian.",3,2024-10-30 00:40:24
4813,baguss,5,2024-10-30 00:43:55
5311,gile bagus,5,2024-10-30 00:49:18
5293,Sangat Bagus,5,2024-10-30 00:50:20
4638,sangat bagus,4,2024-10-30 00:57:22
3592,Weh aplikasi pembodohan,1,2024-10-30 01:01:43
2160,sangat membantu,5,2024-10-30 01:07:07
563,sangat membantu dan simpel,5,2024-10-30 01:30:29
5006,good,5,2024-10-30 01:36:44
2520,Saya suka program ini👍,5,2024-10-30 01:37:30
5155,keren,5,2024-10-30 01:41:28
3590,aku coba pahami,4,2024-10-30 02:36:13
5076,execelent,5,2024-10-30 02:40:06
5271,Waw,5,2024-10-30 02:40:40
2973,bagus sekali,5,2024-10-30 03:35:03
8614,keren,5,2024-10-30 03:41:50
3458,saya baru mencoba,5,2024-10-30 03:53:11
1999,lebih bagus chat gpt,1,2024-10-30 04:00:04
4589,baik,4,2024-10-30 04:03:24
4584,iya,4,2024-10-30 04:05:47
5459,Veri Good,5,2024-10-30 05:00:29
524,Kenapa tidak bisa terbuka saat dipakai,4,2024-10-30 05:28:14
4583,ok,4,2024-10-30 05:29:21
5237,mantap,5,2024-10-30 05:40:19
2578,sangat membantu,5,2024-10-30 05:53:19
1100,karena lebih cepat di download,5,2024-10-30 06:04:42
2177,Sangat Membantu,5,2024-10-30 06:13:17
2581,sangat membantu,5,2024-10-30 06:17:46
1483,Belum ada bahasa arab,4,2024-10-30 06:19:47
1453,bagus dan sangat membantu,5,2024-10-30 06:49:33
8764,sgtt bermanfaat,5,2024-10-30 08:04:15
4683,yes this so Ace,5,2024-10-30 08:05:04
1449,lebih bagus dari chat gpt,5,2024-10-30 08:28:43
527,"bagus bangettt,sangat membantu sekali mengerjakan tugas sayaaaa makasiiihhh yaaaa🙏🙏",5,2024-10-30 08:49:09
4920,top,5,2024-10-30 08:54:56
5340,sangat baik,5,2024-10-30 08:57:55
4546,baru coba..,4,2024-10-30 09:22:16
3482,Bagus juga ini.,5,2024-10-30 09:36:38
2862,AI terkeren dri google 🥰,5,2024-10-30 09:47:32
1609,aplikasi keren nih,5,2024-10-30 09:50:21
5135,ok,5,2024-10-30 09:59:32
4529,pretty good 5 star rating!,5,2024-10-30 10:03:24
5455,bagus bangettttttt,5,2024-10-30 10:30:14
5005,mantap,5,2024-10-30 10:38:47
1341,"""Akal ditujukan bukan untuk mengetahui segalanya, tapi Akal di tujukan untuk mengakui yang punya segalanya, dia yang Esa dia yang Kuasa""",5,2024-10-30 10:46:24
2459,sangat baik bagus,5,2024-10-30 10:56:23
382,"terimakasih, karna aplikasi ini saya bisa lebih mudah menjawab soal",5,2024-10-30 11:03:14
4841,bagus,5,2024-10-30 11:07:07
5157,baik,5,2024-10-30 11:19:46
5052,mantap,5,2024-10-30 11:32:38
1369,Saya suka aplikasi gemini karena gratis,5,2024-10-30 11:33:08
4622,baru pakek,4,2024-10-30 11:41:22
154,Awalnya penasaran. Lalu download. Kemudian uninstall. Tapi gak bisa ilang. Ya akhirnya tetap di simpan aja. 🤣🤣🤣🤣,5,2024-10-30 11:42:14
1392,Sangat bermanfaat. Terima kasih Gemini Ia,5,2024-10-30 12:02:47
4980,TopMarkoTop,5,2024-10-30 12:10:05
530,aplikasi ini sangat mudah di mengerti dan aku kasih bintang 5 ⭐⭐⭐⭐⭐,5,2024-10-30 12:34:57
3150,"AI nya gak mengerti perintah, dikasih perintah ini dijawab itu, bikin emosi aja.",1,2024-10-30 12:43:34
2416,sangat berguna,4,2024-10-30 12:44:14
433,"bagus, jawaban cepat, dan gratiss",5,2024-10-30 12:46:50
5180,mantap,5,2024-10-30 13:02:28
2412,apk yang bagusss,5,2024-10-30 13:08:29
4528,"misarik faezah waFa HJ,asraki liawafa Fitria Talita",5,2024-10-30 13:23:34
